id,rmp_id,university_id,university_name,name,url,reviews,would_take_again,level_of_difficulty,average_rating,average_sentiment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,1817368,47,University of Houston,"Guchait, Priyanko",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1817368&showMyProfs=true,11,100,1.9,4.5,0.29422826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,879021,48,Florida International University,"Labelle, Margaret",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=879021&showMyProfs=true,65,100,1.2,4.5,0.46598059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,456696,48,Florida International University,"Hebrank, Bill",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=456696&showMyProfs=true,33,100,2.6,4.5,0.60593001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,1752581,48,Florida International University,"Williams, Judith",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1752581&showMyProfs=true,15,100,2.7,4.5,0.46713386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,2328869,54,Kent State University,"Hamilton, Anthony",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2328869&showMyProfs=true,6,100,3,4.5,0.58268369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,411749,58,New Mexico State University,"Mandabach, Dr. Keith",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=411749&showMyProfs=true,12,100,1.5,4.5,0.44072727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,597590,60,University of North Texas,"Tas, Richard",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=597590&showMyProfs=true,45,100,2.1,4.5,0.60523644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,2070857,64,University of Nevada--Las Vegas,"Choi, Choongbeom",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2070857&showMyProfs=true,13,100,2.3,4.5,0.51744097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,2097121,65,University of North Carolina--Greensboro,"Canziani, Bonnie",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2097121&showMyProfs=true,5,100,2,4.5,0.27746725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,1960154,66,Florida Atlantic University,"Bohan, Gregory",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1960154&showMyProfs=true,13,100,1.7,4.5,0.64525469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,355006,80,Endicott College,"Jenner, Peter",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=355006&showMyProfs=true,17,100,2.6,4.5,0.63896127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,578215,80,Endicott College,"Cronin, Brendan",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=578215&showMyProfs=true,8,100,2.3,4.5,0.3883921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,2067077,92,University of West Florida,"Green, Alison",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2067077&showMyProfs=true,8,100,2,4.5,0.30188118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,1885229,94,CUNY--New York City College of Technology,"Garcelon, Kylie",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1885229&showMyProfs=true,16,100,2.9,4.5,0.55208864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,1942563,94,CUNY--New York City College of Technology,"Romasanta, Lina",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1942563&showMyProfs=true,11,100,2.1,4.5,0.71853142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,1336016,107,Florida Gulf Coast University,"Lee, Scott",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1336016&showMyProfs=true,19,100,2.4,4.5,0.60153888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,1264838,107,Florida Gulf Coast University,"Wisnom, Mary",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1264838&showMyProfs=true,13,100,2.4,4.5,0.42098182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,153017,135,East Stroudsburg University,"McMullin, Rob",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=153017&showMyProfs=true,31,100,2.7,4.5,0.32904115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,2100792,135,East Stroudsburg University,"Li-Ming Chiang, Stanley",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2100792&showMyProfs=true,8,100,2,4.5,0.42458877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,159824,140,Metropolitan State University of Denver,"Vannucci, Cynthia",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=159824&showMyProfs=true,48,100,2.4,4.5,0.61069689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,337231,142,Missouri State University,"Ehlers, Abbe",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=337231&showMyProfs=true,18,100,2.6,4.5,0.64543165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,1395578,142,Missouri State University,"Dallas, Melissa",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1395578&showMyProfs=true,9,100,2.6,4.5,0.44972389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196,966692,149,University of Louisiana at Lafayette,"Kitterlin, Miranda",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=966692&showMyProfs=true,14,100,3.3,4.5,0.71853146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,1184364,153,University of South Carolina--Beaufort,"Barth, Sean",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1184364&showMyProfs=true,6,100,2.7,4.5,0.41614702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226,857180,153,University of South Carolina--Beaufort,"Salazar, John",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=857180&showMyProfs=true,5,100,2,4.5,0.37643278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,134627,12,Ohio State University--Columbus,"Johnson, Wayne",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=134627&showMyProfs=true,19,,1.4,4.5,0.47748558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,668119,15,Syracuse University,"Beran, Brad",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=668119&showMyProfs=true,7,,3.4,4.5,0.60681556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,558058,27,Rochester Institute of Technology,"Wallington, C J",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=558058&showMyProfs=true,11,,2.7,4.5,0.63166677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,589228,30,University of South Carolina,"Smoak, Neal",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=589228&showMyProfs=true,12,,1.5,4.5,0.51589833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,1484751,38,University of Alabama,"Hilliard, Tyra",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1484751&showMyProfs=true,9,,2.8,4.5,0.82529961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,1084086,39,University of New Hampshire,"Marple, Sylvia",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1084086&showMyProfs=true,11,,1.9,4.5,0.50025779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,1228047,43,Kansas State University,"Pesci, Pat",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1228047&showMyProfs=true,6,,1.8,4.5,0.59889474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,1133256,46,Ohio University,"Meng, Fang",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1133256&showMyProfs=true,5,,1.4,4.5,0.59731313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,1709926,64,University of Nevada--Las Vegas,"Pounders, Kathrynn",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1709926&showMyProfs=true,14,,3.6,4.5,0.49475218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,1266106,64,University of Nevada--Las Vegas,"Ahlgren, Mikael B",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1266106&showMyProfs=true,10,,1.7,4.5,0.50457823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,1597449,64,University of Nevada--Las Vegas,"Philander, Kahlil",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1597449&showMyProfs=true,7,,2.1,4.5,0.35982575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,180971,67,Indiana University of Pennsylvania,"Wagoner, Diane",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=180971&showMyProfs=true,35,,1.8,4.5,0.49005342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,1811217,94,CUNY--New York City College of Technology,"Kelly, Michele",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1811217&showMyProfs=true,5,,2.4,4.5,0.56020001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,633501,105,Monroe College,"Thompson, St. Clair",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=633501&showMyProfs=true,8,,1.9,4.5,0.67323082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,777607,108,St. Petersburg College,"Meyer, Robert",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=777607&showMyProfs=true,9,,1.3,4.5,0.32408906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,617109,109,University of Wisconsin--Stout,"Burquist, Brian",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=617109&showMyProfs=true,8,,2.3,4.5,0.30895238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1330269,122,Johnson &amp; Wales University,"Warren, Rex",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1330269&showMyProfs=true,22,,2.2,4.5,0.49697275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,1474703,41,University of Central Florida,"Weissberg, Deborah",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1474703&showMyProfs=true,128,63,2.7,4.4,0.46201241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,1536620,24,University of Delaware,"Baqir, M.Naveed",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1536620&showMyProfs=true,24,67,2.8,4.4,0.45325045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,1006370,37,San Diego State University,"Campbell, Jeff",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1006370&showMyProfs=true,20,75,2.4,4.4,0.56555494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,1815088,50,Indiana University-Purdue University--Indianapolis,"Vaughan, Amy",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1815088&showMyProfs=true,7,75,1,4.4,0.45063231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,1348747,68,North Dakota State University,"Asperin, Amelia",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1348747&showMyProfs=true,11,75,2.4,4.4,0.61867668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,843979,17,George Washington University,"Elliott, Sheryl",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=843979&showMyProfs=true,38,80,2.6,4.4,0.56869074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,2193182,30,University of South Carolina,"Gustafson, Catherine",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2193182&showMyProfs=true,5,80,2.4,4.4,0.45464447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,2151547,64,University of Nevada--Las Vegas,"Lucas, Anthony",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2151547&showMyProfs=true,14,80,3.4,4.4,0.43218308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,1829560,66,Florida Atlantic University,"Miller, Jeffrey",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1829560&showMyProfs=true,23,80,1.9,4.4,0.35912175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,2412297,76,California State Polytechnic University--Pomona,"Ge, Li",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2412297&showMyProfs=true,5,84,1.8,4.4,0.5174011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,1680746,107,Florida Gulf Coast University,"Carbone, Patsy",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1680746&showMyProfs=true,14,86,1.6,4.4,0.6545627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,1837506,14,Florida State University,"Hanks, Lydia",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1837506&showMyProfs=true,130,88,1.7,4.4,0.59205388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,2194802,41,University of Central Florida,"Zhang, TingTing",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2194802&showMyProfs=true,11,91,1.6,4.4,0.57567463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,2403981,20,Virginia Tech,"Fitch, Candace",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2403981&showMyProfs=true,13,93,2,4.4,0.39818114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,915840,30,University of South Carolina,"Harrill, Rich",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=915840&showMyProfs=true,19,93,1.7,4.4,0.50047688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,2423370,36,George Mason University,"Magnant, Paul",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2423370&showMyProfs=true,14,94,2.7,4.4,0.45605288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,816264,16,Pennsylvania State University--University Park,"Nyheim, Peter",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=816264&showMyProfs=true,16,100,2.6,4.4,0.50477562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,638179,16,Pennsylvania State University--University Park,"Lee, Seoki",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=638179&showMyProfs=true,5,100,3.2,4.4,0.78492025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,1989332,41,University of Central Florida,"Wei, Wei",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1989332&showMyProfs=true,23,100,2.9,4.4,0.45940978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,1981031,41,University of Central Florida,"Templeton, Amanda",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1981031&showMyProfs=true,18,100,2.1,4.4,0.52218777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,1427995,42,University of Mississippi,"Varnell, Candice",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1427995&showMyProfs=true,5,100,2,4.4,0.56064977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,1447189,43,Kansas State University,"Hansen, Nancy",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1447189&showMyProfs=true,12,100,2.5,4.4,0.37571877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,1937361,54,Kent State University,"Kuang Chuang, Ning",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1937361&showMyProfs=true,8,100,2.2,4.4,0.56517301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,935346,75,College of Charleston,"Smith, Wayne",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=935346&showMyProfs=true,23,100,2.2,4.4,0.5458655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,973017,76,California State Polytechnic University--Pomona,"Dewald, Ben",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=973017&showMyProfs=true,15,100,1.7,4.4,0.59951836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,389919,114,University of Central Missouri,"Slana, Robert",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=389919&showMyProfs=true,22,100,2.7,4.4,0.36020054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,1218547,115,Arkansas Tech University,"West, Susan",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1218547&showMyProfs=true,7,100,1.3,4.4,0.77380073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,188421,136,Ferris State University,"Dorey, Amy",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=188421&showMyProfs=true,20,100,2.8,4.4,0.38490699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1193494,9,Boston University,"HO, Zoe",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1193494&showMyProfs=true,7,,2.9,4.4,0.31574392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,415888,25,Temple University,"Shapiro, Ira",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=415888&showMyProfs=true,23,,1.9,4.4,0.55233269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,1173950,25,Temple University,"Carl, Andy",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1173950&showMyProfs=true,5,,2.6,4.4,0.19431996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,1232164,29,Iowa State University,"Rajagopal, Lakshman",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1232164&showMyProfs=true,11,,1.2,4.4,0.57808498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,1245451,30,University of South Carolina,"Sox, Carole",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1245451&showMyProfs=true,11,,2.3,4.4,0.5217216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,1144844,47,University of Houston,"Neal, Jay",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1144844&showMyProfs=true,55,,3,4.4,0.39266767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,1609908,47,University of Houston,"Westbrook, Lydia",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1609908&showMyProfs=true,6,,2.2,4.4,0.40014887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,632157,50,Indiana University-Purdue University--Indianapolis,"Bennett, Jim",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=632157&showMyProfs=true,16,,1.9,4.4,0.50444437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,459962,52,Widener University,"Dickerson, Joy",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=459962&showMyProfs=true,7,,2.3,4.4,0.72666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,997710,56,Texas Tech University,"Edwards, .",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=997710&showMyProfs=true,5,,1.4,4.4,0.32765114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,1503841,64,University of Nevada--Las Vegas,"Cosentino, Stefan",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1503841&showMyProfs=true,7,,2.1,4.4,0.35417735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,724825,69,Northern Arizona University,"Evans, Ronald",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=724825&showMyProfs=true,10,,1.1,4.4,0.65357098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,1029470,87,San Francisco State University,"Martin, David",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1029470&showMyProfs=true,14,,2.4,4.4,0.44719208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,1957294,108,St. Petersburg College,"Cooper, Claudine",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1957294&showMyProfs=true,5,,1.6,4.4,0.44424157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,532472,113,Southeast Missouri State University,"Anderson, Quantella",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=532472&showMyProfs=true,15,,2.3,4.4,0.47651516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,374155,41,University of Central Florida,"Johnson, Scott",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=374155&showMyProfs=true,21,34,2.4,4.3,0.40726287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,512670,122,Johnson &amp; Wales University,"Samel, Matthew J.",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=512670&showMyProfs=true,28,34,2.1,4.3,0.31212431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,1331934,16,Pennsylvania State University--University Park,"Tews, Michael",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1331934&showMyProfs=true,8,50,4.1,4.3,0.17111235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,637951,83,Western Carolina University,"Brown, Carroll",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=637951&showMyProfs=true,10,50,2.4,4.3,0.41608372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2181,642302,145,Roosevelt University,"Host, William",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=642302&showMyProfs=true,9,50,3.6,4.3,0.3034556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,1903569,19,University of Massachusetts--Amherst,"Baker, Melissa",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1903569&showMyProfs=true,16,60,4.1,4.3,0.36613542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,2015176,36,George Mason University,"Faine, Dedra",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2015176&showMyProfs=true,8,60,1.2,4.3,0.39648767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,1446236,41,University of Central Florida,"Fisher, Andrew",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1446236&showMyProfs=true,9,67,2.4,4.3,0.44042458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,2117319,48,Florida International University,"Hertz, Oren",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2117319&showMyProfs=true,6,67,1.7,4.3,0.48081033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,417512,94,CUNY--New York City College of Technology,"Goodlad, Karen",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=417512&showMyProfs=true,39,67,3.7,4.3,0.44471537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,2212042,50,Indiana University-Purdue University--Indianapolis,"Erdmann, Lynn",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2212042&showMyProfs=true,11,70,2,4.3,0.28217092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,397087,64,University of Nevada--Las Vegas,"Werner, Bill",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=397087&showMyProfs=true,83,77,2.7,4.3,0.50859814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,696332,56,Texas Tech University,"Scott-Halsell, Sheila",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=696332&showMyProfs=true,6,80,2.8,4.3,0.27319447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,2375926,30,University of South Carolina,"Mihalik, Brian",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2375926&showMyProfs=true,11,82,3,4.3,0.38368338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2265818,8,New York University,"Hennessey, Sean",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2265818&showMyProfs=true,6,84,3.8,4.3,0.42043998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,2289178,61,Bowling Green State University,"Shirsat, Abhijeet",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2289178&showMyProfs=true,6,84,2.3,4.3,0.48885602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,1488882,41,University of Central Florida,"Judy, Jonathan ""jay""",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1488882&showMyProfs=true,23,88,2.1,4.3,0.49580082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,1857357,47,University of Houston,"Cheatham, Cathy",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1857357&showMyProfs=true,18,88,1.6,4.3,0.38247421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1758194,7,Cornell University,"Dev, Chekitan",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1758194&showMyProfs=true,36,90,3,4.3,0.52346666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,2108121,109,University of Wisconsin--Stout,"Jones, Jay",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2108121&showMyProfs=true,14,92,1.6,4.3,0.5754477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,1880035,48,Florida International University,"Dodge, Nathan",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1880035&showMyProfs=true,24,93,2.3,4.3,0.45246755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,2170662,41,University of Central Florida,"Ridderstaat, Jorge",https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2170662&showMyProfs=true,19,95,3.3,4.3,0.48922358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
